"","X","date","price","bathrooms","sqft_living","view","grade","yr_built","yr_renovated","sqft_living15","sqft_lot15","year_sold","month_sold"
"2715",2714,2015-04-02,273000,1.75,2050,0,6,1959,0,1200,9045,"2015","04"
"2716",2715,2014-05-27,326500,1,1810,0,7,1970,0,1420,9357,"2014","05"
"2717",2716,2015-04-24,365000,1.75,1380,0,7,1981,0,1400,8190,"2015","04"
"2718",2717,2015-04-08,1000750,2.75,3070,0,10,1987,0,3490,11913,"2015","04"
"2719",2718,2015-03-25,422500,1,800,0,7,1940,0,1400,4046,"2015","03"
"2720",2719,2015-03-24,354450,2.75,2140,0,8,1993,0,2130,9920,"2015","03"
"2721",2720,2014-12-04,320000,1,1330,0,7,1971,0,1250,10350,"2014","12"
"2722",2721,2014-06-03,223000,1,1030,0,7,1961,0,1470,10220,"2014","06"
"2723",2722,2014-07-24,410000,2.5,1740,0,7,2008,0,1290,3383,"2014","07"
"2724",2723,2014-08-29,438000,1,1200,0,6,1923,0,1390,4000,"2014","08"
"2725",2724,2014-11-06,390000,3,1490,0,7,1993,0,1590,1600,"2014","11"
"2726",2725,2015-02-19,298500,2.5,1890,0,7,2004,0,2030,5880,"2015","02"
"2727",2726,2014-09-05,749999,2.25,3060,0,10,1989,0,3430,10700,"2014","09"
"2728",2727,2014-08-29,779000,2.5,3250,1,8,1966,0,3490,10320,"2014","08"
"2729",2728,2015-01-14,570000,2.75,2730,2,8,1978,0,2810,12333,"2015","01"
"2730",2729,2015-05-12,385000,1,810,0,6,1918,0,1520,4800,"2015","05"
"2731",2730,2014-08-18,649000,2,2240,0,8,1961,0,1790,11040,"2014","08"
"2732",2731,2014-10-01,283000,1,1740,0,7,1947,0,1070,5636,"2014","10"
"2733",2732,2014-09-22,699900,2.25,2380,0,7,1961,0,2230,8925,"2014","09"
"2734",2733,2015-02-20,278500,1,1540,0,7,1971,0,1520,9891,"2015","02"
"2735",2734,2014-11-15,7e+05,1.75,2340,0,8,1975,0,2470,11000,"2014","11"
"2736",2735,2014-07-28,535000,2.75,2710,0,9,1995,0,2710,33955,"2014","07"
"2737",2736,2014-09-23,234500,1.75,1310,0,7,1954,0,1840,10790,"2014","09"
"2738",2737,2014-08-06,374150,1.75,1390,0,7,1973,0,1240,8188,"2014","08"
"2739",2738,2015-03-17,397000,2.5,2201,0,8,2006,0,1990,9542,"2015","03"
"2740",2739,2014-09-18,613000,2.25,1960,0,8,1988,0,2800,12632,"2014","09"
"2741",2740,2014-06-09,1150000,2.5,2850,0,8,1954,0,2820,10474,"2014","06"
"2742",2741,2015-03-27,595000,1.75,1880,0,7,1924,0,1410,4080,"2015","03"
"2743",2742,2014-09-10,340000,2.75,2440,0,8,2003,0,2300,6858,"2014","09"
"2744",2743,2015-01-08,388000,2.5,2560,0,9,2005,0,3040,5800,"2015","01"
"2745",2744,2014-09-22,404000,1.75,1410,0,7,1950,2014,1970,16290,"2014","09"
"2746",2745,2014-08-29,810000,2,2870,1,8,1946,0,2310,6466,"2014","08"
"2747",2746,2015-04-03,405000,2.5,2620,0,9,1987,0,2580,7433,"2015","04"
"2748",2747,2014-07-14,726000,3,2970,0,9,2000,0,2970,10335,"2014","07"
"2749",2748,2014-05-14,266000,2.5,1780,0,7,1986,0,1520,7228,"2014","05"
"2750",2749,2014-12-22,722500,2.25,3700,1,8,1970,0,2340,7900,"2014","12"
"2751",2750,2015-02-28,352000,2.5,1252,0,8,1996,0,1860,25002,"2015","02"
"2752",2751,2015-03-19,265000,1.5,1240,0,7,1961,0,1520,8147,"2015","03"
"2753",2752,2015-02-06,856000,2.5,2160,0,9,2014,0,1500,4920,"2015","02"
"2754",2753,2014-07-24,346950,2.5,2040,0,8,2006,0,2380,4348,"2014","07"
"2755",2754,2014-06-17,866059,3.5,3130,0,9,2014,0,3440,5439,"2014","06"
"2756",2755,2015-01-29,410000,2.5,2350,0,7,2004,0,2350,4456,"2015","01"
"2757",2756,2014-07-08,370000,1.75,1570,0,7,1982,0,1600,16817,"2014","07"
"2758",2757,2014-06-23,230000,1,1530,0,7,1919,0,1768,42148,"2014","06"
"2759",2758,2014-10-10,4e+05,2,1520,0,7,1999,0,1110,5040,"2014","10"
"2760",2759,2015-03-11,172000,1,1350,0,7,1959,0,1320,9225,"2015","03"
"2761",2760,2014-07-14,615000,1.75,1950,0,8,1962,0,1740,8480,"2014","07"
"2762",2761,2015-04-07,860000,3.5,3950,0,10,1998,0,3110,10213,"2015","04"
"2763",2762,2014-06-18,555000,1.75,2040,0,7,1958,0,1530,6250,"2014","06"
"2764",2763,2014-07-21,579000,2.5,1990,0,8,1926,0,1180,3030,"2014","07"
"2765",2764,2014-06-30,385000,1.75,1300,0,7,1968,0,1450,7650,"2014","06"
"2766",2765,2015-04-14,420000,2.25,2030,0,7,1977,0,2190,9900,"2015","04"
"2767",2766,2014-07-16,645000,1.75,2340,0,7,1914,0,1410,3388,"2014","07"
"2768",2767,2015-04-28,549950,2.5,2160,0,8,1996,0,1830,7600,"2015","04"
"2769",2768,2014-09-23,678000,2.75,2770,1,8,1962,0,2450,10000,"2014","09"
"2770",2769,2014-05-21,199000,2,2030,0,7,1950,0,1520,9440,"2014","05"
"2771",2770,2015-02-18,604000,1,1440,0,7,1957,0,2540,12092,"2015","02"
"2772",2771,2015-04-03,268000,1.75,1730,0,7,1963,0,1730,7728,"2015","04"
"2773",2772,2014-08-05,960000,3.5,4510,0,10,2003,0,4330,18741,"2014","08"
"2774",2773,2015-02-18,509250,2.5,2100,0,7,1980,0,2010,7600,"2015","02"
"2775",2774,2014-11-18,416000,2.5,1800,0,8,1987,0,1650,6014,"2014","11"
"2776",2775,2014-05-15,190000,1,1090,0,7,1967,0,1190,8520,"2014","05"
"2777",2776,2015-04-29,212000,1.5,1010,0,7,1973,0,2420,34637,"2015","04"
"2778",2777,2014-10-29,325900,2.5,2040,0,8,1985,0,2350,10150,"2014","10"
"2779",2778,2014-08-01,560000,3.5,2270,0,8,1996,0,1760,5425,"2014","08"
"2780",2779,2014-09-24,275000,2.5,1730,0,7,1987,0,1710,6490,"2014","09"
"2781",2780,2015-03-09,665000,2.5,2480,2,8,1994,0,2940,14679,"2015","03"
"2782",2781,2014-06-01,1505000,3.5,3480,0,9,1926,2010,2380,5642,"2014","06"
"2783",2782,2014-12-03,375000,2,1720,0,7,1930,2006,1160,1404,"2014","12"
"2784",2783,2014-09-09,359950,1.75,1570,0,7,1979,0,1280,7813,"2014","09"
"2785",2784,2015-01-23,340000,2.75,3527,0,7,2005,0,2490,7200,"2015","01"
"2786",2785,2014-10-31,401000,1,840,0,7,1948,0,1100,8220,"2014","10"
"2787",2786,2014-06-26,669000,1.75,1950,3,6,1952,0,1780,11721,"2014","06"
"2788",2787,2015-04-29,638500,2.5,1980,0,8,2004,0,2310,6496,"2015","04"
"2789",2788,2015-03-23,545000,1.5,1620,0,7,1924,0,2130,4000,"2015","03"
"2790",2789,2014-12-26,524000,1,1980,0,7,1973,0,1570,7626,"2014","12"
"2791",2790,2014-11-08,1610000,3.75,3530,0,10,2013,0,3340,13260,"2014","11"
"2792",2791,2014-09-09,280000,1,1260,0,6,1947,0,1260,2435,"2014","09"
"2793",2792,2014-08-25,828000,2.5,2120,0,8,1979,0,3130,10950,"2014","08"
"2794",2793,2014-10-17,223000,1.75,1360,0,7,1984,0,1580,8280,"2014","10"
"2795",2794,2015-01-02,1289000,3.5,3100,2,9,1981,0,2660,2000,"2015","01"
"2796",2795,2015-05-04,750000,2,2370,0,7,1970,0,1860,14475,"2015","05"
"2797",2796,2015-04-17,430000,1,1460,0,7,1947,0,1500,6898,"2015","04"
"2798",2797,2014-06-18,711000,1.75,1980,0,6,1948,0,2180,10800,"2014","06"
"2799",2798,2014-12-04,310000,2.5,1930,0,8,1994,0,1990,7920,"2014","12"
"2800",2799,2014-12-26,415000,1.75,3700,0,8,1957,0,2190,6720,"2014","12"
"2801",2800,2014-07-01,274900,2.5,1970,0,7,1987,0,1970,7682,"2014","07"
"2802",2801,2014-06-09,525000,3,2470,0,8,1980,0,2310,35350,"2014","06"
"2803",2802,2014-12-19,179500,1,1180,0,7,1952,0,2300,13714,"2014","12"
"2804",2803,2014-05-23,478000,1,1280,0,8,1910,2014,1410,3150,"2014","05"
"2805",2804,2014-05-21,195000,1.75,1380,0,7,1981,0,1660,8400,"2014","05"
"2806",2805,2015-03-05,385000,3,2740,0,8,1980,0,2330,9940,"2015","03"
"2807",2806,2014-12-01,401000,2.75,2020,0,7,1969,0,2080,11901,"2014","12"
"2808",2807,2014-09-26,522000,2.5,2835,0,8,2002,0,2770,6969,"2014","09"
"2809",2808,2015-02-24,330000,1.75,1520,0,7,1968,0,1600,10716,"2015","02"
"2810",2809,2014-06-03,503000,2.5,2190,0,9,1999,0,2190,7055,"2014","06"
"2811",2810,2015-02-12,175000,1.75,1680,0,7,1979,0,1800,8550,"2015","02"
"2812",2811,2015-03-20,963990,3.5,3915,0,9,2014,0,3830,6507,"2015","03"
"2813",2812,2014-09-29,845000,2,1720,0,8,1951,0,2700,9023,"2014","09"
"2814",2813,2015-01-22,157500,1,670,0,5,1905,0,1210,4500,"2015","01"
"2815",2814,2014-12-05,450000,3,1790,0,7,2001,0,1460,1462,"2014","12"
"2816",2815,2014-09-18,925000,1.75,2440,4,8,1950,0,2500,8028,"2014","09"
"2817",2816,2015-01-05,6e+05,1,920,0,7,1938,0,1230,5029,"2015","01"
"2818",2817,2014-09-18,709000,1,1680,0,7,1911,0,1740,3745,"2014","09"
"2819",2818,2014-11-10,1385000,3.75,3290,0,10,1938,0,2010,7639,"2014","11"
"2820",2819,2014-09-11,248000,2.5,2120,0,7,1984,0,1820,8200,"2014","09"
"2821",2820,2015-05-11,245000,1,910,0,6,1912,0,950,5100,"2015","05"
"2822",2821,2014-05-30,332000,1,1000,0,6,1942,0,1500,4800,"2014","05"
"2823",2822,2015-03-13,459950,2.5,2340,0,7,2002,0,2400,4624,"2015","03"
"2824",2823,2015-04-10,425000,2,1180,2,8,1994,0,1500,1948,"2015","04"
"2825",2824,2014-09-03,460000,2.25,2080,0,8,1979,0,2270,51836,"2014","09"
"2826",2825,2014-09-04,838300,2.5,3760,0,9,1967,0,2300,7362,"2014","09"
"2827",2826,2014-11-11,256000,2.5,1480,0,7,1995,0,1350,7200,"2014","11"
"2828",2827,2015-01-20,864000,2.75,3060,0,10,1984,0,3060,11455,"2015","01"
"2829",2828,2015-03-05,9e+05,3.5,3070,0,9,1922,2007,1780,4800,"2015","03"
"2830",2829,2015-04-01,145600,1,1170,0,6,1958,0,1170,7560,"2015","04"
"2831",2830,2014-08-21,865000,3,2900,0,8,1977,0,2370,6283,"2014","08"
"2832",2831,2014-06-09,250250,2.25,2210,0,8,1969,0,1990,8000,"2014","06"
"2833",2832,2014-09-19,162000,2,1440,0,5,1943,0,1440,7750,"2014","09"
"2834",2833,2014-07-31,450000,1.75,1980,0,7,1973,0,1870,7920,"2014","07"
"2835",2834,2015-03-25,675500,2.75,2060,0,8,1978,0,2060,16088,"2015","03"
"2836",2835,2014-11-03,697000,2.25,2420,0,7,1947,0,1560,5304,"2014","11"
"2837",2836,2014-11-11,1324050,3.25,3440,0,9,2005,0,3110,4080,"2014","11"
"2838",2837,2014-12-01,490000,1.75,1600,0,8,1984,0,1510,10407,"2014","12"
"2839",2838,2014-10-21,590000,2.25,2210,0,8,1951,0,1900,4590,"2014","10"
"2840",2839,2015-05-12,280000,1.75,2250,0,8,1957,0,1930,16000,"2015","05"
"2841",2840,2014-05-23,515000,1,1680,0,7,1941,0,1610,6500,"2014","05"
"2842",2841,2014-07-14,576000,1,1140,0,7,1909,0,1700,5376,"2014","07"
"2843",2842,2014-11-20,375000,1.75,1430,0,7,1981,0,1900,10450,"2014","11"
"2844",2843,2015-03-20,478000,1,1440,0,7,1980,0,1540,7140,"2015","03"
"2845",2844,2015-01-28,282000,1,1670,0,7,1977,0,1620,6696,"2015","01"
"2846",2845,2014-10-31,1400000,4.5,3080,3,8,1976,2007,2780,10550,"2014","10"
"2847",2846,2015-02-10,593500,3.25,4300,0,8,1972,0,2680,41684,"2015","02"
"2848",2847,2014-10-20,724950,3.5,3010,0,9,2004,0,2720,247856,"2014","10"
"2849",2848,2014-08-29,306000,1.75,1560,0,8,1966,0,1600,7904,"2014","08"
"2850",2849,2014-06-09,341000,1.75,1920,0,8,1975,0,2100,7344,"2014","06"
"2851",2850,2014-11-03,399950,2.5,1400,0,7,1930,2014,1060,4400,"2014","11"
"2852",2851,2014-11-20,534000,2,2280,0,7,1992,0,1740,1800,"2014","11"
"2853",2852,2014-07-21,635000,2.5,3880,0,7,2003,0,2620,5070,"2014","07"
"2854",2853,2015-03-24,350000,1,1350,0,6,1927,0,1670,3920,"2015","03"
"2855",2854,2015-02-17,856000,1.5,1480,0,7,1928,0,1970,4200,"2015","02"
"2856",2855,2014-09-23,582000,3,1670,0,8,2000,0,1700,1401,"2014","09"
"2857",2856,2014-07-29,799000,2.5,3400,0,9,2004,0,2970,6909,"2014","07"
"2858",2857,2014-09-08,423700,2.5,2070,0,8,1999,0,2090,3986,"2014","09"
"2859",2858,2015-01-27,1835000,3.5,4870,0,12,1995,0,5000,33880,"2015","01"
"2860",2859,2014-08-13,322000,2,1760,0,7,1988,0,1760,46038,"2014","08"
"2861",2860,2014-11-05,929000,3.25,4030,0,9,2002,0,3470,57499,"2014","11"
"2862",2861,2014-12-01,443000,1,1130,0,7,1939,0,1250,5413,"2014","12"
"2863",2862,2015-04-24,441500,1.75,1510,0,7,1968,0,1440,7416,"2015","04"
"2864",2863,2014-07-08,875000,3.5,3110,2,8,1979,0,2340,4938,"2014","07"
"2865",2864,2014-11-18,3600000,3.25,5020,4,10,1941,2002,3680,12620,"2014","11"
"2866",2865,2015-04-27,450000,1,740,0,7,1947,0,920,5100,"2015","04"
"2867",2866,2014-09-08,425000,2.25,1630,0,7,1974,0,1640,9794,"2014","09"
"2868",2867,2014-06-01,660000,1.75,2780,0,10,1978,0,2600,12000,"2014","06"
"2869",2868,2014-06-16,763101,1.75,1990,0,7,1939,0,1460,3706,"2014","06"
"2870",2869,2015-04-07,499000,2.75,2250,0,9,1992,0,2450,14027,"2015","04"
"2871",2870,2015-03-03,521000,1.75,1720,0,8,1974,0,2740,40635,"2015","03"
"2872",2871,2014-05-29,302000,1,900,2,6,1925,0,1810,94960,"2014","05"
"2873",2872,2015-04-08,293000,2.25,2360,0,7,1998,0,2144,6773,"2015","04"
"2874",2873,2014-07-12,335000,2.25,1530,0,7,2011,0,2110,4094,"2014","07"
"2875",2874,2014-12-15,499000,1,1450,0,7,1919,1987,1450,4635,"2014","12"
"2876",2875,2015-05-05,6e+05,1.75,2040,0,7,1924,0,1690,5000,"2015","05"
"2877",2876,2014-09-16,720000,1.75,2620,0,9,1962,0,2230,11041,"2014","09"
"2878",2877,2015-02-25,195000,2,1180,0,6,2005,0,1310,2687,"2015","02"
"2879",2878,2014-05-07,249000,1,1110,0,7,1952,0,1140,9083,"2014","05"
"2880",2879,2015-02-02,334000,2.25,1840,0,7,1989,0,1490,10101,"2015","02"
"2881",2880,2014-11-07,599950,1.75,2720,0,8,1952,0,2120,7315,"2014","11"
"2882",2881,2015-02-17,149900,1.75,1090,0,8,1982,0,1360,3426,"2015","02"
"2883",2882,2014-11-25,7e+05,1.75,1730,0,7,1945,0,1910,8100,"2014","11"
"2884",2883,2014-08-07,525000,1.5,1170,0,6,1960,0,2380,8846,"2014","08"
"2885",2884,2014-07-08,1049000,3.75,4740,0,10,1991,0,3060,118047,"2014","07"
"2886",2885,2014-05-08,402000,2.5,1960,0,7,1977,0,1960,8000,"2014","05"
"2887",2886,2014-06-20,450000,2,1430,0,7,1947,0,1450,4650,"2014","06"
"2888",2887,2014-12-03,520000,2.25,2510,0,8,1981,0,2470,48351,"2014","12"
"2889",2888,2014-12-04,205000,1.75,1420,0,7,1980,0,1470,7319,"2014","12"
"2890",2889,2014-09-02,635000,2.25,2680,0,9,2004,0,3170,215186,"2014","09"
"2891",2890,2015-03-04,210500,1,1220,0,7,1958,0,1310,9600,"2015","03"
"2892",2891,2014-08-12,406650,1,1070,0,6,1940,0,1770,5695,"2014","08"
"2893",2892,2015-04-08,350000,1.75,1580,0,7,1968,0,1860,19998,"2015","04"
"2894",2893,2015-04-23,425000,1.75,1820,0,7,1942,0,1590,6000,"2015","04"
"2895",2894,2014-06-05,798000,3.5,3590,0,10,1999,0,3230,7305,"2014","06"
"2896",2895,2014-12-01,180000,1,1960,0,5,1908,0,1850,8324,"2014","12"
"2897",2896,2014-06-02,1250000,3.25,3160,0,8,1972,0,2360,12042,"2014","06"
"2898",2897,2015-03-03,435000,2,2030,0,7,1925,0,1350,1340,"2015","03"
"2899",2898,2014-11-26,355000,1.5,1240,0,7,1962,0,1570,9600,"2014","11"
"2900",2899,2015-02-02,3e+06,3.25,5370,0,10,1918,2008,2410,12047,"2015","02"
"2901",2900,2014-07-24,685000,2.5,2670,0,9,1958,0,1810,14455,"2014","07"
"2902",2901,2014-07-25,311000,1,1640,0,7,1960,0,1680,9147,"2014","07"
"2903",2902,2014-09-11,305000,2.25,2130,0,7,1966,0,1710,9600,"2014","09"
"2904",2903,2014-07-25,675000,2.5,2550,0,7,1924,0,1700,4954,"2014","07"
"2905",2904,2014-08-29,769000,2.75,3630,2,8,1968,0,3380,11184,"2014","08"
"2906",2905,2014-08-05,430000,1.5,1690,0,7,1954,0,1570,9858,"2014","08"
"2907",2906,2014-09-23,516250,2,2390,0,7,1925,0,2250,12942,"2014","09"
"2908",2907,2014-12-12,760000,3.5,2350,2,7,1940,0,2580,11026,"2014","12"
"2909",2908,2014-10-07,579950,3.5,1420,0,8,2003,0,1494,1264,"2014","10"
"2910",2909,2015-02-11,476000,2.25,1570,0,8,1980,0,1660,8775,"2015","02"
"2911",2910,2014-06-12,510000,1.75,1600,0,7,1967,0,2010,14850,"2014","06"
"2912",2911,2014-05-08,205000,1,720,0,6,1955,0,1357,5120,"2014","05"
"2913",2912,2014-10-07,240000,1,1470,0,7,1969,0,1720,8050,"2014","10"
"2914",2913,2014-09-02,738000,3.5,2790,2,10,1991,0,2980,17281,"2014","09"
"2915",2914,2014-07-28,420000,1.75,1720,0,6,1940,0,1440,8106,"2014","07"
"2916",2915,2014-11-14,455000,1.75,1300,0,7,1969,0,2070,9775,"2014","11"
"2917",2916,2014-09-15,765000,1,2520,0,8,1912,0,2350,5000,"2014","09"
"2918",2917,2014-12-05,372000,1.5,1780,0,7,1962,0,1350,8069,"2014","12"
"2919",2918,2014-12-04,160000,1,1200,0,6,1948,0,1570,6823,"2014","12"
"2920",2919,2014-08-15,772000,2.5,2990,0,9,2003,0,2990,8666,"2014","08"
"2921",2920,2014-11-11,1125000,1.75,1910,0,9,1906,0,2050,5400,"2014","11"
"2922",2921,2014-05-24,479000,1,1370,0,7,1924,0,1510,2151,"2014","05"
"2923",2922,2015-05-05,570000,2.5,1910,0,8,1999,0,1910,4941,"2015","05"
"2924",2923,2014-07-10,350000,1,1170,0,6,1959,0,1260,8147,"2014","07"
"2925",2924,2014-11-01,353000,2.5,1250,0,8,2004,0,1330,2298,"2014","11"
"2926",2925,2014-08-01,699000,2.5,3340,0,10,2002,0,3420,23274,"2014","08"
"2927",2926,2014-07-30,265000,2,1380,0,7,1955,0,1260,8750,"2014","07"
"2928",2927,2015-04-30,167000,1,780,0,6,1989,0,930,10165,"2015","04"
"2929",2928,2014-10-20,5e+05,2.25,2080,0,8,1964,0,1800,7700,"2014","10"
"2930",2929,2014-07-09,7e+05,1,1410,0,6,1901,0,1640,7200,"2014","07"
"2931",2930,2014-11-04,295000,1,520,0,6,1918,0,1030,5265,"2014","11"
"2932",2931,2015-03-11,1010000,3.5,3500,2,9,2004,0,2430,5100,"2015","03"
"2933",2932,2015-05-08,209000,1,840,0,6,1969,0,920,5100,"2015","05"
"2934",2933,2015-01-28,276000,1.75,2240,0,7,1968,0,1740,9600,"2015","01"
"2935",2934,2015-01-22,380000,2.5,2100,0,8,2002,0,2090,7779,"2015","01"
"2936",2935,2014-06-06,315000,1.5,1750,0,7,1954,0,1680,13000,"2014","06"
"2937",2936,2015-03-10,685530,2.5,3130,0,9,1996,0,2780,44224,"2015","03"
"2938",2937,2014-06-26,254600,2,1470,0,7,1968,0,1390,30056,"2014","06"
"2939",2938,2014-06-03,230000,2,1440,0,6,1942,2007,1120,5700,"2014","06"
"2940",2939,2014-07-17,335000,3,1430,0,8,2003,0,1020,1112,"2014","07"
"2941",2940,2014-06-03,550000,2.5,2170,0,7,1980,0,1940,8400,"2014","06"
"2942",2941,2014-12-26,123300,1,1150,0,7,1956,0,1360,8050,"2014","12"
"2943",2942,2014-09-02,275436,2.75,2170,0,7,1966,0,1490,9731,"2014","09"
"2944",2943,2014-05-25,325000,3.5,2630,3,7,1984,0,1920,2435,"2014","05"
"2945",2944,2014-07-25,635000,2.5,2490,0,9,1997,0,3170,45441,"2014","07"
"2946",2945,2015-04-23,513000,1.75,1710,0,7,1944,0,920,5000,"2015","04"
"2947",2946,2014-07-08,580000,2.5,2130,0,8,1980,0,3030,34000,"2014","07"
"2948",2947,2015-04-29,225000,1,940,0,7,1954,0,1270,9375,"2015","04"
"2949",2948,2014-09-22,265000,1,1400,0,7,1961,0,1570,7700,"2014","09"
"2950",2949,2014-10-14,313000,1.75,1630,0,7,1978,0,1630,3000,"2014","10"
"2951",2950,2015-04-14,296000,1,1370,0,7,1948,0,1330,8396,"2015","04"
"2952",2951,2014-10-20,655500,2.75,2380,0,8,1957,2001,1950,11751,"2014","10"
"2953",2952,2014-12-10,250750,1.75,2140,0,8,1951,0,1640,10125,"2014","12"
"2954",2953,2014-09-04,438000,2.5,1970,0,8,2004,0,2590,7200,"2014","09"
"2955",2954,2014-08-01,590000,2.75,2550,0,8,1967,0,2180,21600,"2014","08"
"2956",2955,2014-10-06,329500,1,1080,0,7,1947,0,1100,5250,"2014","10"
"2957",2956,2015-03-16,1195000,2.25,3070,0,10,1987,0,3130,9450,"2015","03"
"2958",2957,2015-03-20,415000,1,1470,0,6,1944,0,1670,6000,"2015","03"
"2959",2958,2014-09-22,9e+05,2.5,3620,0,10,1984,0,2950,33167,"2014","09"
"2960",2959,2015-05-04,378000,1.5,1050,0,7,1975,0,1460,42688,"2015","05"
"2961",2960,2014-08-12,474000,1,1050,3,6,1905,0,1760,108900,"2014","08"
"2962",2961,2014-06-19,464000,1,1320,0,7,1900,0,1660,5438,"2014","06"
"2963",2962,2014-12-08,310000,1,1210,0,7,1956,0,1210,6760,"2014","12"
"2964",2963,2014-09-18,580000,1.5,1860,1,7,1952,0,1670,5525,"2014","09"
"2965",2964,2014-11-19,999000,2.75,2830,3,8,1962,0,2120,21988,"2014","11"
"2966",2965,2015-03-17,510000,1,810,0,6,1942,0,1920,6000,"2015","03"
"2967",2966,2014-05-06,650000,1.5,1630,1,7,1940,0,2320,7475,"2014","05"
"2968",2967,2014-09-12,196000,1,880,0,7,1978,0,880,10500,"2014","09"
"2969",2968,2014-08-22,220000,1.75,1660,0,6,1952,0,1670,9975,"2014","08"
"2970",2969,2014-10-08,855000,2.25,3440,2,10,1985,0,3170,11434,"2014","10"
"2971",2970,2014-08-29,483000,1.75,2110,0,8,1978,0,1990,10890,"2014","08"
"2972",2971,2015-04-07,4e+05,1,1060,0,7,1952,0,1550,10500,"2015","04"
"2973",2972,2014-07-02,435000,2.5,1900,0,8,1993,0,2650,9352,"2014","07"
"2974",2973,2014-09-30,219500,1,820,0,8,2007,0,1770,1924,"2014","09"
"2975",2974,2014-08-29,2950000,3.5,4860,0,12,1996,0,3580,16054,"2014","08"
"2976",2975,2014-09-16,427000,2.5,2050,0,7,2008,0,2050,7200,"2014","09"
"2977",2976,2014-12-01,430000,1.5,1090,0,7,1900,0,1390,4013,"2014","12"
"2978",2977,2015-05-12,685000,1.5,1090,0,7,1900,0,1390,4013,"2015","05"
"2979",2978,2014-09-03,495000,1.5,1920,0,7,1937,0,2070,6250,"2014","09"
"2980",2979,2014-06-25,299950,2.5,1870,0,7,1990,0,1870,7392,"2014","06"
"2981",2980,2014-11-21,390000,1.75,2690,0,7,1940,0,1920,7302,"2014","11"
"2982",2981,2014-08-12,385000,1.75,2160,0,7,1928,0,1590,3000,"2014","08"
"2983",2982,2014-06-25,740000,2.5,3000,0,9,1995,0,3140,9213,"2014","06"
"2984",2983,2014-07-23,991700,3,2290,1,9,1924,2011,1610,3820,"2014","07"
"2985",2984,2014-08-13,765000,2.75,2250,0,9,1909,1991,2060,4980,"2014","08"
"2986",2985,2014-09-04,802000,2.25,2130,2,8,1961,0,2550,8800,"2014","09"
"2987",2986,2014-11-21,950000,2.75,2500,0,8,1969,0,2650,20000,"2014","11"
"2988",2987,2014-11-04,392000,2.5,2300,0,7,1988,0,2300,21765,"2014","11"
"2989",2988,2014-12-03,590000,2.5,3360,0,8,1989,0,2650,220849,"2014","12"
"2990",2989,2015-04-10,425000,2.5,1920,0,7,1989,0,1530,10474,"2015","04"
"2991",2990,2014-07-22,765000,1.75,2440,4,8,1944,0,2390,10907,"2014","07"
"2992",2991,2014-08-07,313500,2.25,1440,0,7,1983,0,1390,3488,"2014","08"
"2993",2992,2014-08-20,320000,1,1780,0,6,1947,0,1410,7200,"2014","08"
"2994",2993,2015-02-10,604000,1.75,1490,0,8,1960,0,1380,4846,"2015","02"
"2995",2994,2015-02-12,570000,2,1400,0,8,2004,0,1540,2275,"2015","02"
"2996",2995,2014-05-20,639000,2.5,2150,0,8,1982,0,1800,11777,"2014","05"
"2997",2996,2014-08-22,335000,2,1910,0,7,1963,0,1820,15600,"2014","08"
"2998",2997,2014-10-14,896000,1.75,2660,0,8,1917,0,2100,4080,"2014","10"
"2999",2998,2014-06-27,259500,1.75,1650,0,7,1957,0,1470,10763,"2014","06"
"3000",2999,2014-08-07,637000,2,1980,0,7,1958,0,1260,6000,"2014","08"
"3001",3000,2015-05-06,307450,2.75,2690,0,8,1980,0,1990,7875,"2015","05"
"3002",3001,2014-08-25,535000,1.75,1380,0,7,1925,0,1820,4593,"2014","08"
"3003",3002,2014-06-30,669500,2.25,2500,0,7,1940,0,1410,4046,"2014","06"
"3004",3003,2014-10-28,259000,1.75,1590,0,7,1952,0,1150,7280,"2014","10"
"3005",3004,2014-12-31,441000,1.5,1100,0,7,1919,0,2020,4000,"2014","12"
"3006",3005,2015-05-12,228800,2.5,1470,0,7,2003,0,1460,5027,"2015","05"
"3007",3006,2014-05-13,530000,2,1680,0,8,2006,0,1570,4800,"2014","05"
"3008",3007,2014-07-28,524000,2,1450,0,6,1924,0,2170,4370,"2014","07"
"3009",3008,2014-12-11,430000,2.25,2020,0,8,1925,0,1410,4840,"2014","12"
"3010",3009,2014-10-01,1325000,3.25,2470,0,9,1906,0,2470,4760,"2014","10"
"3011",3010,2014-11-03,210000,1,1230,0,7,1969,0,1230,10780,"2014","11"
"3012",3011,2014-06-23,449000,2.5,1850,0,7,1930,2013,1010,5040,"2014","06"
"3013",3012,2014-06-19,945000,2.5,2540,0,9,2004,0,1330,7089,"2014","06"
"3014",3013,2015-03-18,200450,1,970,0,6,1957,0,1000,8886,"2015","03"
"3015",3014,2015-04-17,219950,1.5,1070,0,6,1985,0,1030,6614,"2015","04"
"3016",3015,2014-06-19,659500,3,2620,0,8,1956,0,2630,16792,"2014","06"
"3017",3016,2014-11-26,746000,2.75,2110,0,8,1966,0,2420,8400,"2014","11"
"3018",3017,2015-03-31,540000,1.75,2110,0,8,1982,0,1810,8674,"2015","03"
"3019",3018,2014-09-10,485000,2,1910,0,7,1968,0,1030,7440,"2014","09"
"3020",3019,2015-01-27,202000,1,670,0,6,1942,0,740,7218,"2015","01"
